"","Year","City","Sport","Event","Height","Weight","Age"
"254",1906,"Athina","Cycling","Cycling Men's Sprint",176.541292537155,71.3979834518968,24.318366906399
"255",1906,"Athina","Cycling","Cycling Men's Tandem Sprint, 2,000 metres",176.997759042092,72.3308185209796,25.4548429594158
"256",1906,"Athina","Diving","Diving Men's Platform",176.896080842822,72.7681473773347,26.673954424168
"257",1906,"Athina","Fencing","Fencing Men's epee, Individual",177.695395185646,72.9246182550093,28.4301451084413
"258",1906,"Athina","Fencing","Fencing Men's epee, Masters, Individual",176.075150754644,71.4617087989256,30.122816504241
"259",1906,"Athina","Fencing","Fencing Men's epee, Team",177.08577328576,73.0001731940909,31.4860631920239
"260",1906,"Athina","Fencing","Fencing Men's Foil, Individual",177.3771792489,72.7750647911542,27.202672193899
"261",1906,"Athina","Fencing","Fencing Men's Sabre, Individual",177.489624422729,72.5636448718184,28.1209454200526
"262",1906,"Athina","Fencing","Fencing Men's Sabre, Individual, Three Hits",177.632178469729,72.7843796958073,27.9468423473256
"263",1906,"Athina","Fencing","Fencing Men's Sabre, Masters, Individual",176.463254410399,71.7147609721394,32.2457013574661
"264",1906,"Athina","Fencing","Fencing Men's Sabre, Team",177.37455632256,72.7230776940882,28.1885009041621
"265",1906,"Athina","Football","Football Men's Football",177.137542983586,72.7473823774085,24.6735263893205
"266",1906,"Athina","Gymnastics","Gymnastics Men's Individual All-Around",176.225221325554,71.9747719317351,25.8075060564867
"267",1906,"Athina","Gymnastics","Gymnastics Men's Individual All-Around, 5 Events",176.361759414205,72.2379133503083,25.8314194441864
"268",1906,"Athina","Gymnastics","Gymnastics Men's Rope Climbing",176.451107911207,72.9166348615313,25.1572237679537
"269",1906,"Athina","Gymnastics","Gymnastics Men's Team All-Around",177.258257044735,72.3891577634068,25.0695799502376
"270",1906,"Athina","Rowing","Rowing Men's 17-Man Naval Rowing Boats",176.486455355293,72.8058221067873,25.5685315315039
"271",1906,"Athina","Rowing","Rowing Men's 6-Man Naval Rowing Boats",176.412235860783,72.6901835033942,25.5878137356468
"272",1906,"Athina","Rowing","Rowing Men's Coxed Fours",176.491324423478,72.0749915438166,24.8482094353549
"273",1906,"Athina","Rowing","Rowing Men's Coxed Pairs (1 kilometres)",176.278950332423,71.9555341588561,25.3048694084298
"274",1906,"Athina","Rowing","Rowing Men's Coxed Pairs (1 mile)",176.418951316608,72.0983812597644,25.1161818573583
"275",1906,"Athina","Rowing","Rowing Men's Single Sculls",175.254745496312,69.6078150317836,26.5
"276",1906,"Athina","Shooting","Shooting Men's Dueling Pistol Au Commandement, 25 metres",175.83988172124,71.7233758910413,31.6904591764988
"277",1906,"Athina","Shooting","Shooting Men's Dueling Pistol Au Vise 20 metres",175.982193848791,72.0046493388418,32.0157101832331
"278",1906,"Athina","Shooting","Shooting Men's Free Pistol, 25 metres",175.78011331051,71.8232487979979,31.5950448431784
"279",1906,"Athina","Shooting","Shooting Men's Free Pistol, 50 metres",175.626640363172,71.8230950488485,32.1622815704176
"280",1906,"Athina","Shooting","Shooting Men's Free Rifle, Any Position, 300 metres",175.919131358805,71.9099866628039,33.1791387470324
"281",1906,"Athina","Shooting","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",175.580623662634,71.5962121953686,36.4135035530019
"282",1906,"Athina","Shooting","Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",175.507698510212,71.7749748193884,31.8428938185093
"283",1906,"Athina","Shooting","Shooting Men's Military Revolver, 20 metres",175.800129213579,71.9265300463349,31.8180596718535
"284",1906,"Athina","Shooting","Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",176.202039869327,71.9772983414594,32.2511035100388
"285",1906,"Athina","Shooting","Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",175.88544209103,71.7794593311696,30.3926463107569
"286",1906,"Athina","Shooting","Shooting Men's Trap, Double Shot, 14 metres",175.296930696197,71.5270781013911,33.1270071060039
"287",1906,"Athina","Shooting","Shooting Men's Trap, Single Shot, 16 metres",175.544664469053,71.8172945045525,31.8544063741586
"288",1906,"Athina","Swimming","Swimming Men's 100 metres Freestyle",177.570482733145,73.2536468846271,23.6453393585455
"289",1906,"Athina","Swimming","Swimming Men's 4 x 250 metres Freestyle Relay",176.633894966898,72.8419205978481,23.4893067582041
"290",1906,"Athina","Swimming","Swimming Men's 400 metres Freestyle",176.846775781038,73.3610834462476,23.4980160111382
"291",1906,"Athina","Swimming","Swimming Men's One Mile Freestyle",176.098502065351,72.631519145636,23.4089988030686
"292",1906,"Athina","Tennis","Tennis Men's Doubles",176.568650735732,72.6001211779548,22.8031476207947
"293",1906,"Athina","Tennis","Tennis Men's Singles",176.477014936314,72.401694175369,23.5197671227497
"294",1906,"Athina","Tennis","Tennis Mixed Doubles",176.477615765929,72.5362642226444,25.0965610859729
"295",1906,"Athina","Tennis","Tennis Women's Singles",176.52856869383,72.6582829389303,24.8276018099547
"296",1906,"Athina","Tug-Of-War","Tug-Of-War Men's Tug-Of-War",178.350891754966,76.0945780188015,25.5240826136989
"297",1906,"Athina","Weightlifting","Weightlifting Men's Unlimited, One Hand",175.612198724333,79.7512214808106,25.080467571644
"298",1906,"Athina","Weightlifting","Weightlifting Men's Unlimited, Two Hands",175.262098772062,81.0642442298057,24.9474208144796
"299",1906,"Athina","Wrestling","Wrestling Men's All-Around, Greco-Roman",178.190227481613,78.3472281124988,24.3333333333333
"300",1906,"Athina","Wrestling","Wrestling Men's Heavyweight, Greco-Roman",177.100400805851,75.102771796525,25.9434063624523
"301",1906,"Athina","Wrestling","Wrestling Men's Lightweight, Greco-Roman",176.765661465537,73.0728167956227,24.54767127968
"302",1906,"Athina","Wrestling","Wrestling Men's Middleweight, Greco-Roman",177.165194318509,73.487393889087,25.6627503363577
"303",1908,"London","Archery","Archery Men's Continental Style",175.488419117815,70.1784114607635,34.9975695957575
"304",1908,"London","Archery","Archery Men's Double York Round",175.592376545621,70.459955687178,37.4621163839677
"305",1908,"London","Archery","Archery Women's Double National Round",175.722488038278,70.8567988848055,36.7821178925404
"306",1908,"London","Athletics","Athletics Men's 1,500 metres",175.457260554586,68.7457369602298,23.4132900694882
"307",1908,"London","Athletics","Athletics Men's 1,600 metres Medley Relay",177.619091277999,70.9511509525496,22.3422583178937
"308",1908,"London","Athletics","Athletics Men's 10 mile Walk",176.720018664323,70.4399884503083,25.508078595027
"309",1908,"London","Athletics","Athletics Men's 100 metres",176.71194834998,71.0265276730392,23.2650447565029
"310",1908,"London","Athletics","Athletics Men's 110 metres Hurdles",177.218984912504,71.8706564418184,24.2979396978745
"311",1908,"London","Athletics","Athletics Men's 200 metres",177.365137966425,71.4790598304773,23.2645112480414
"312",1908,"London","Athletics","Athletics Men's 3 mile, Team",175.041864922895,67.8640559576616,23.6741802427782
"313",1908,"London","Athletics","Athletics Men's 3,200 metres Steeplechase",174.442396124335,67.9536760685048,24.7823530690315
"314",1908,"London","Athletics","Athletics Men's 3,500 metres Walk",176.995278926702,71.1863977330087,25.8210246445247
"315",1908,"London","Athletics","Athletics Men's 400 metres",177.120755997125,70.918343262022,22.9419184442659
"316",1908,"London","Athletics","Athletics Men's 400 metres Hurdles",176.836999513641,71.0828703320934,25.1863908610162
"317",1908,"London","Athletics","Athletics Men's 5 mile",174.223335142108,67.9812229742117,24.30028941092
"318",1908,"London","Athletics","Athletics Men's 800 metres",176.162538327403,69.8765815054751,23.1649441150444
"319",1908,"London","Athletics","Athletics Men's Discus Throw",180.496607715597,80.3548063832887,24.718732201909
"320",1908,"London","Athletics","Athletics Men's Discus Throw, Greek Style",181.10076160645,80.6531149808123,25.1739130434783
"321",1908,"London","Athletics","Athletics Men's Hammer Throw",179.931788105512,83.5868506526576,26.1539732220483
"322",1908,"London","Athletics","Athletics Men's High Jump",178.256187119973,73.0851126839439,23.1072307973716
"323",1908,"London","Athletics","Athletics Men's Javelin Throw",178.020590746214,74.9760891891845,24
"324",1908,"London","Athletics","Athletics Men's Javelin Throw, Freestyle",178.295628636947,76.720251053101,24.6745836745837
"325",1908,"London","Athletics","Athletics Men's Long Jump",177.18323166816,71.2092222402618,22.6251850904767
"326",1908,"London","Athletics","Athletics Men's Marathon",174.8760388858,69.0177922431923,25.0470426837364
"327",1908,"London","Athletics","Athletics Men's Pole Vault",177.254825358012,71.5437539361631,21.6327601809955
"328",1908,"London","Athletics","Athletics Men's Shot Put",181.672784211395,84.8147553139747,25.36
"329",1908,"London","Athletics","Athletics Men's Standing High Jump",179.138825984758,72.9137391243414,23.6521739130435
"330",1908,"London","Athletics","Athletics Men's Standing Long Jump",178.393717145778,71.9448348760598,24.08
"331",1908,"London","Athletics","Athletics Men's Triple Jump",178.693921096682,73.0248623329107,23.6745701357466
"332",1908,"London","Boxing","Boxing Men's Bantamweight",175.64453094795,70.6486349093018,23.9535590223601
"333",1908,"London","Boxing","Boxing Men's Featherweight",175.605552402786,70.54455292155,27.4117113382698
"334",1908,"London","Boxing","Boxing Men's Heavyweight",176.435406698565,74.5473324040046,27.6294122761259
"335",1908,"London","Boxing","Boxing Men's Lightweight",173.936303873356,69.6916427825306,24.7019432508196
"336",1908,"London","Boxing","Boxing Men's Middleweight",175.037667668032,70.4146056586002,26.836819948724
"337",1908,"London","Cycling","Cycling Men's 100 kilometres",176.210395395857,71.196965340778,25.4155330992678
"338",1908,"London","Cycling","Cycling Men's 20 kilometres",176.653879489929,71.3082684881911,25.2065887381988
"339",1908,"London","Cycling","Cycling Men's 5,000 metres",176.596629343698,71.3464620630726,24.4874682810585
"340",1908,"London","Cycling","Cycling Men's Sprint",176.690288685787,71.3168183628188,24.7554513021836
"341",1908,"London","Cycling","Cycling Men's Tandem Sprint, 2,000 metres",176.130911974187,71.1017988792154,25.3688385876608
"342",1908,"London","Cycling","Cycling Men's Team Pursuit, 1,980 yards",177.082392347012,71.7845402422628,24.8356374800517
"343",1908,"London","Diving","Diving Men's Platform",175.784535455408,72.1847918299701,25.1514646721708
"344",1908,"London","Diving","Diving Men's Springboard",175.756931737643,71.5171858316074,25.2403932538264
"345",1908,"London","Fencing","Fencing Men's epee, Individual",176.730088707486,71.7102082768176,28.7935880024689
"346",1908,"London","Fencing","Fencing Men's epee, Team",176.74372715154,71.7384761397778,28.5002364481278
"347",1908,"London","Fencing","Fencing Men's Sabre, Individual",176.740340519877,71.5412355412741,28.6366630832109
"348",1908,"London","Fencing","Fencing Men's Sabre, Team",176.049069362599,71.3145676238669,29.6008768707307
"349",1908,"London","Figure Skating","Figure Skating Men's Singles",176.744411004154,72.1508739574467,29.8692419735296
"350",1908,"London","Figure Skating","Figure Skating Men's Special Figures",175.886464861709,70.853452855651,32
"351",1908,"London","Figure Skating","Figure Skating Mixed Pairs",176.263151658793,71.3737961874368,27.9875818698197
"352",1908,"London","Figure Skating","Figure Skating Women's Singles",176.490801330539,71.6164052796854,24.3850982437837
"353",1908,"London","Football","Football Men's Football",177.323311547451,72.2597938359772,23.5855939755164
"354",1908,"London","Gymnastics","Gymnastics Men's Individual All-Around",176.351084000292,71.2777175936668,25.2608787786331
"355",1908,"London","Gymnastics","Gymnastics Men's Team All-Around",176.819391687023,71.8048753690209,23.9408283301429
"356",1908,"London","Hockey","Hockey Men's Hockey",176.156407169677,71.1540975004785,25.5367677110218
"357",1908,"London","Jeu De Paume","Jeu De Paume Men's Singles",176.333346132946,71.179539283765,32.4545454545455
"358",1908,"London","Lacrosse","Lacrosse Men's Lacrosse",175.350601794729,70.7025457534695,26.8248000135009
"359",1908,"London","Motorboating","Motorboating Mixed A-Class (Open)",176.409597955386,71.5559727794016,34.2750701741312
"360",1908,"London","Motorboating","Motorboating Mixed B-Class (Under 60 Feet)",175.722488038278,70.8567988848055,33.6
"361",1908,"London","Motorboating","Motorboating Mixed C-Class",175.722488038278,70.8567988848055,29.1850982437837
"362",1908,"London","Polo","Polo Men's Polo",175.722488038278,70.8567988848055,33.6604576015765
"363",1908,"London","Racquets","Racquets Men's Doubles",175.768740031898,70.8567988848055,29
"364",1908,"London","Racquets","Racquets Men's Singles",175.768740031898,70.8567988848055,28.3333333333333
"365",1908,"London","Rowing","Rowing Men's Coxed Eights",176.574053734182,73.5185185185185,25.305546429532
"366",1908,"London","Rowing","Rowing Men's Coxless Fours",177.104479809391,77.8125,21.8125
"367",1908,"London","Rowing","Rowing Men's Coxless Pairs",175.94204263189,73.625,22.7279564046805
"368",1908,"London","Rowing","Rowing Men's Single Sculls",175.772446458695,71.4444444444444,26.3734398112585
"369",1908,"London","Rugby","Rugby Men's Rugby",176.065366212735,70.5193085333118,25.1492812844143
"370",1908,"London","Sailing","Sailing Mixed 12 metres",175.722488038278,70.8567988848055,34.2350982437837
"371",1908,"London","Sailing","Sailing Mixed 6 metres",176.156992139674,70.9172794353249,34.8431230235386
"372",1908,"London","Sailing","Sailing Mixed 7 metres",175.722488038278,70.8567988848055,41.9813728047296
"373",1908,"London","Sailing","Sailing Mixed 8 metres",177.226204248589,72.1534709477971,34.4370196487567
"374",1908,"London","Shooting","Shooting Men's Free Pistol, 50 yards",176.577608065512,71.7690122415235,35.0544114688848
"375",1908,"London","Shooting","Shooting Men's Free Pistol, 50 yards, Team",176.59605905195,71.883679612435,33.5376650792936
"376",1908,"London","Shooting","Shooting Men's Free Rifle, 1,000 Yards",175.909394803081,71.4251408553342,34.8290178906115
"377",1908,"London","Shooting","Shooting Men's Free Rifle, Three Positions, 300 metres",176.816751318283,72.1343957591904,33.4649027917471
"378",1908,"London","Shooting","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",176.778001297111,72.0409631725595,32.5749832341426
"379",1908,"London","Shooting","Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",176.585841011067,72.0875724295461,33.6038403651457
"380",1908,"London","Shooting","Shooting Men's Running Target, Double Shot",176.033693453844,71.1082111928884,40.2431230235386
"381",1908,"London","Shooting","Shooting Men's Running Target, Single Shot",175.985009206498,71.0144364328194,39.4026692667701
"382",1908,"London","Shooting","Shooting Men's Running Target, Single Shot, Team",176.832275838157,71.9803189180582,37.6156864023648
"383",1908,"London","Shooting","Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",174.54192883513,71.1894842893,31.8333333333333
"384",1908,"London","Shooting","Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",175.447399379672,71.2471779877487,31.9858919022077
"385",1908,"London","Shooting","Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",175.447399379672,71.2471779877487,31.8915960485221
"386",1908,"London","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",175.591616139422,70.9809851601311,30.2978749110128
"387",1908,"London","Shooting","Shooting Men's Trap",176.638950985313,71.651571714489,32.8858313659474
"388",1908,"London","Shooting","Shooting Men's Trap, Team",176.47814953134,71.454450446882,33.4790485499873
