"","Year","City","Sport","Event","Height","Weight","Age"
"3814",1992,"Barcelona","Judo","Judo Men's Middleweight",178.359707065755,80.1652838074248,25.7272727272727
"3815",1992,"Barcelona","Judo","Judo Women's Extra-Lightweight",163.846857225716,56.7813357215976,21.5
"3816",1992,"Barcelona","Judo","Judo Women's Half-Heavyweight",172.757212414453,72.1214256774825,24.5909090909091
"3817",1992,"Barcelona","Judo","Judo Women's Half-Lightweight",163.289513199483,57.6115308162166,22.96
"3818",1992,"Barcelona","Judo","Judo Women's Half-Middleweight",168.202159527826,64.5786045374607,23.7586206896552
"3819",1992,"Barcelona","Judo","Judo Women's Heavyweight",175.184042813012,91.6641463154642,25.3809523809524
"3820",1992,"Barcelona","Judo","Judo Women's Lightweight",164.64229761912,62.0464100496552,23.3913043478261
"3821",1992,"Barcelona","Judo","Judo Women's Middleweight",172.028206034445,69.3784514367958,23.8571428571429
"3822",1992,"Barcelona","Modern Pentathlon","Modern Pentathlon Men's Individual",179.176531474339,72.4074521681221,26.1969696969697
"3823",1992,"Barcelona","Modern Pentathlon","Modern Pentathlon Men's Team",179.580978083242,72.6368065147487,26.4117647058824
"3824",1992,"Barcelona","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Individual",168.320941724276,54.9773829916045,16.7857142857143
"3825",1992,"Barcelona","Rowing","Rowing Men's Coxed Eights",185.690631536774,81.6133769163903,24.8465792821194
"3826",1992,"Barcelona","Rowing","Rowing Men's Coxed Fours",185.873064251358,83.0781804360328,25.1666666666667
"3827",1992,"Barcelona","Rowing","Rowing Men's Coxed Pairs",183.038473577349,78.931073432431,25.1632653061224
"3828",1992,"Barcelona","Rowing","Rowing Men's Coxless Fours",188.419222206639,86.9793782353785,25.9642857142857
"3829",1992,"Barcelona","Rowing","Rowing Men's Coxless Pairs",189.589477113144,87.5103166888549,24.4210526315789
"3830",1992,"Barcelona","Rowing","Rowing Men's Double Sculls",187.930492941704,84.6785995219523,25.4358974358974
"3831",1992,"Barcelona","Rowing","Rowing Men's Quadruple Sculls",190.048773017412,88.1178309214527,25.55
"3832",1992,"Barcelona","Rowing","Rowing Men's Single Sculls",187.725911564264,87.031341382297,26
"3833",1992,"Barcelona","Rowing","Rowing Women's Coxed Eights",176.959426310876,70.9249193437081,24.875
"3834",1992,"Barcelona","Rowing","Rowing Women's Coxless Fours",178.372469469942,73.0716464382788,24.3055555555556
"3835",1992,"Barcelona","Rowing","Rowing Women's Coxless Pairs",178.222436943624,71.7713840140692,24.9615384615385
"3836",1992,"Barcelona","Rowing","Rowing Women's Double Sculls",177.962667810978,72.1565863298642,25.9615384615385
"3837",1992,"Barcelona","Rowing","Rowing Women's Quadruple Sculls",178.150186923351,72.1326004861185,24.8333333333333
"3838",1992,"Barcelona","Rowing","Rowing Women's Single Sculls",178.124934461097,72.089437999096,27.6666666666667
"3839",1992,"Barcelona","Sailing","Sailing Men's One Person Dinghy",183.526029245993,86.8534833742558,29.1785714285714
"3840",1992,"Barcelona","Sailing","Sailing Men's Two Person Dinghy",177.975318560299,69.3610928023054,26.3513513513514
"3841",1992,"Barcelona","Sailing","Sailing Men's Windsurfer",176.873207991307,68.8922464121653,24.8139534883721
"3842",1992,"Barcelona","Sailing","Sailing Mixed Multihull",177.594259195773,72.191419991817,31.2045454545455
"3843",1992,"Barcelona","Sailing","Sailing Mixed Three Person Keelboat",181.170214416496,82.9890192334688,31.875
"3844",1992,"Barcelona","Sailing","Sailing Mixed Two Person Heavyweight Dinghy",182.156072687086,80.1967214652658,29.4130434782609
"3845",1992,"Barcelona","Sailing","Sailing Mixed Two Person Keelboat",183.099515604065,89.3415833831132,32.6923076923077
"3846",1992,"Barcelona","Sailing","Sailing Women's One Person Dinghy",170.388655668166,65.0475593276448,23.1666666666667
"3847",1992,"Barcelona","Sailing","Sailing Women's Two Person Dinghy",169.732276698486,63.3845698241104,26.4117647058824
"3848",1992,"Barcelona","Sailing","Sailing Women's Windsurfer",171.642955365012,63.2845552668723,25.8333333333333
"3849",1992,"Barcelona","Shooting","Shooting Men's Air Pistol, 10 metres",175.006110959815,77.8694220981608,35.0666666666667
"3850",1992,"Barcelona","Shooting","Shooting Men's Air Rifle, 10 metres",176.433073887721,72.8672400863741,29.5909090909091
"3851",1992,"Barcelona","Shooting","Shooting Men's Free Pistol, 50 metres",175.118030854975,77.7590053760669,34.6136363636364
"3852",1992,"Barcelona","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres",175.130884704689,76.1459418346095,32.0666666666667
"3853",1992,"Barcelona","Shooting","Shooting Men's Running Target, 10 metres",174.554453221352,74.2630046801321,26.25
"3854",1992,"Barcelona","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres",177.275215145799,75.6853828809827,33.0961538461538
"3855",1992,"Barcelona","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",177.731445106452,75.1876987291065,29.8095238095238
"3856",1992,"Barcelona","Shooting","Shooting Mixed Skeet",176.151306674322,79.0681795269459,32.6
"3857",1992,"Barcelona","Shooting","Shooting Mixed Trap",176.891554905521,79.9839848570078,32.6851851851852
"3858",1992,"Barcelona","Shooting","Shooting Women's Air Pistol, 10 metres",167.379457259262,62.4823766586817,29.531914893617
"3859",1992,"Barcelona","Shooting","Shooting Women's Air Rifle, 10 metres",165.673731017839,59.5198951206823,25.7661835748792
"3860",1992,"Barcelona","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",164.530142686087,58.9983647062406,26.3888888888889
"3861",1992,"Barcelona","Shooting","Shooting Women's Sporting Pistol, 25 metres",165.930223751475,60.8517655349724,28.8780487804878
"3862",1992,"Barcelona","Swimming","Swimming Men's 1,500 metres Freestyle",182.501825648095,75.3211327685257,20.4666666666667
"3863",1992,"Barcelona","Swimming","Swimming Men's 100 metres Backstroke",182.827309045765,75.8867179197452,20.8613136468587
"3864",1992,"Barcelona","Swimming","Swimming Men's 100 metres Breaststroke",180.343122075272,75.3377679908355,21.4576271186441
"3865",1992,"Barcelona","Swimming","Swimming Men's 100 metres Butterfly",179.944840494092,73.9500115609209,21.1304347826087
"3866",1992,"Barcelona","Swimming","Swimming Men's 100 metres Freestyle",182.872126980525,76.5777286028113,21.36
"3867",1992,"Barcelona","Swimming","Swimming Men's 200 metres Backstroke",183.474433451948,76.1065028770886,20.4724615826512
"3868",1992,"Barcelona","Swimming","Swimming Men's 200 metres Breaststroke",179.50874177392,73.9982537255116,21.0555555555556
"3869",1992,"Barcelona","Swimming","Swimming Men's 200 metres Butterfly",180.414359893856,73.79960883776,20.7173913043478
"3870",1992,"Barcelona","Swimming","Swimming Men's 200 metres Freestyle",182.958384395615,76.0976016365804,20.8
"3871",1992,"Barcelona","Swimming","Swimming Men's 200 metres Individual Medley",182.722272736778,76.8639711613399,21.3035714285714
"3872",1992,"Barcelona","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",184.040633127045,77.2302146134055,21.9012345679012
"3873",1992,"Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay",183.914114805994,77.255762722239,21.6678476663753
"3874",1992,"Barcelona","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",184.478279973001,76.7093501755615,21.2
"3875",1992,"Barcelona","Swimming","Swimming Men's 400 metres Freestyle",183.244315925428,76.0085390367559,20.5
"3876",1992,"Barcelona","Swimming","Swimming Men's 400 metres Individual Medley",183.079914958945,76.1685656876154,20.46875
"3877",1992,"Barcelona","Swimming","Swimming Men's 50 metres Freestyle",181.810913853388,75.7128592009752,21.8666666666667
"3878",1992,"Barcelona","Swimming","Swimming Women's 100 metres Backstroke",174.899452477625,65.2886739171953,18.7111111111111
"3879",1992,"Barcelona","Swimming","Swimming Women's 100 metres Breaststroke",171.040081125427,62.1040506317571,18.3255813953488
"3880",1992,"Barcelona","Swimming","Swimming Women's 100 metres Butterfly",171.686144193794,62.2198033418057,19.4285714285714
"3881",1992,"Barcelona","Swimming","Swimming Women's 100 metres Freestyle",173.574483348679,65.0940608019679,19.4166666666667
"3882",1992,"Barcelona","Swimming","Swimming Women's 200 metres Backstroke",173.432830298348,64.4906370556243,18.906976744186
"3883",1992,"Barcelona","Swimming","Swimming Women's 200 metres Breaststroke",170.634669527841,61.604709627103,18.3076923076923
"3884",1992,"Barcelona","Swimming","Swimming Women's 200 metres Butterfly",171.584229416754,63.5732512590026,19.3125
"3885",1992,"Barcelona","Swimming","Swimming Women's 200 metres Freestyle",175.106963826352,66.3432060625988,18.8648648648649
"3886",1992,"Barcelona","Swimming","Swimming Women's 200 metres Individual Medley",171.471169969038,62.535153188166,19.0697674418605
"3887",1992,"Barcelona","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",176.095638750306,65.6196896184845,19.655737704918
"3888",1992,"Barcelona","Swimming","Swimming Women's 4 x 100 metres Medley Relay",174.112040695346,63.4144253694098,19.3205128205128
"3889",1992,"Barcelona","Swimming","Swimming Women's 400 metres Freestyle",172.901118588268,63.4615324350387,18.6363636363636
"3890",1992,"Barcelona","Swimming","Swimming Women's 400 metres Individual Medley",171.289659209221,62.8825867319838,19
"3891",1992,"Barcelona","Swimming","Swimming Women's 50 metres Freestyle",174.063990776468,64.5110024099044,19.58
"3892",1992,"Barcelona","Swimming","Swimming Women's 800 metres Freestyle",172.604141708721,63.4466393256968,19
"3893",1992,"Barcelona","Synchronized Swimming","Synchronized Swimming Women's Duet",170.01916715134,58.8927659871731,21.8333333333333
"3894",1992,"Barcelona","Synchronized Swimming","Synchronized Swimming Women's Solo",170.629025079023,58.8660681263189,21.7169811320755
"3895",1992,"Barcelona","Table Tennis","Table Tennis Men's Doubles",174.949072896574,69.3564431668922,25.1333333333333
"3896",1992,"Barcelona","Table Tennis","Table Tennis Men's Singles",175.774927992986,69.4740323501924,25.1953125
"3897",1992,"Barcelona","Table Tennis","Table Tennis Women's Doubles",167.581594662462,61.7409604150066,23.4032258064516
"3898",1992,"Barcelona","Table Tennis","Table Tennis Women's Singles",167.342843313259,61.3819036129953,24.1095750128008
"3899",1992,"Barcelona","Tennis","Tennis Men's Doubles",183.80473448378,76.4696455463388,23.9833333333333
"3900",1992,"Barcelona","Tennis","Tennis Men's Singles",183.578584558824,76.6295955882353,23.671875
"3901",1992,"Barcelona","Tennis","Tennis Women's Doubles",171.570166118632,61.760180150452,21.8548387096774
"3902",1992,"Barcelona","Tennis","Tennis Women's Singles",171.85147805005,61.8275039325228,21.890625
"3903",1992,"Barcelona","Volleyball","Volleyball Men's Volleyball",189.817526905953,83.3506780705314,25.0422535211268
"3904",1992,"Barcelona","Volleyball","Volleyball Women's Volleyball",179.506288546346,70.5122815708653,23.4157303370787
"3905",1992,"Barcelona","Water Polo","Water Polo Men's Water Polo",185.306790618329,83.8915888360071,25.8026315789474
"3906",1992,"Barcelona","Weightlifting","Weightlifting Men's Bantamweight",164.096298621791,56.2954545454545,23.7272727272727
"3907",1992,"Barcelona","Weightlifting","Weightlifting Men's Featherweight",166.832764113366,61.0645161290323,24.0967741935484
"3908",1992,"Barcelona","Weightlifting","Weightlifting Men's Flyweight",162.396071129818,53.2941176470588,22.4705882352941
"3909",1992,"Barcelona","Weightlifting","Weightlifting Men's Heavyweight I",176.369962049592,99.16,25.28
"3910",1992,"Barcelona","Weightlifting","Weightlifting Men's Heavyweight II",178.593785179254,109.6875,26.4583333333333
"3911",1992,"Barcelona","Weightlifting","Weightlifting Men's Light-Heavyweight",173.648957768767,81.7166666666667,25.0666666666667
"3912",1992,"Barcelona","Weightlifting","Weightlifting Men's Lightweight",167.853617006661,68.75,24.3888888888889
"3913",1992,"Barcelona","Weightlifting","Weightlifting Men's Middle-Heavyweight",173.681704727578,89.304347826087,25.1739130434783
"3914",1992,"Barcelona","Weightlifting","Weightlifting Men's Middleweight",172.004969612914,74.7058823529412,24.1764705882353
"3915",1992,"Barcelona","Weightlifting","Weightlifting Men's Super-Heavyweight",181.463765863166,131,26.8
"3916",1992,"Barcelona","Wrestling","Wrestling Men's Bantamweight, Freestyle",167.088217653186,63.4497124889141,24.3333333333333
"3917",1992,"Barcelona","Wrestling","Wrestling Men's Bantamweight, Greco-Roman",164.570047973302,60.1936344826387,23.9473684210526
"3918",1992,"Barcelona","Wrestling","Wrestling Men's Featherweight, Freestyle",168.337955902866,63.7121674369686,24.3809523809524
"3919",1992,"Barcelona","Wrestling","Wrestling Men's Featherweight, Greco-Roman",168.725229154587,66.5363419330525,24.0952380952381
"3920",1992,"Barcelona","Wrestling","Wrestling Men's Flyweight, Freestyle",165.145910363365,59.963715945945,24.5
"3921",1992,"Barcelona","Wrestling","Wrestling Men's Flyweight, Greco-Roman",163.956287866999,57.8217001012394,23.8823529411765
"3922",1992,"Barcelona","Wrestling","Wrestling Men's Heavyweight, Freestyle",181.519252875913,95.1510733861592,26.4444444444444
"3923",1992,"Barcelona","Wrestling","Wrestling Men's Heavyweight, Greco-Roman",184.029086691722,96.3987320934175,26.1875
"3924",1992,"Barcelona","Wrestling","Wrestling Men's Light-Flyweight, Freestyle",162.348584137479,57.3324552313216,23.8421052631579
"3925",1992,"Barcelona","Wrestling","Wrestling Men's Light-Flyweight, Greco-Roman",162.160883669631,54.5770220561038,24.5789473684211
"3926",1992,"Barcelona","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle",179.343108837738,91.31394750386,26.8823529411765
"3927",1992,"Barcelona","Wrestling","Wrestling Men's Light-Heavyweight, Greco-Roman",183.360472295107,91.3784962406015,25.5789473684211
"3928",1992,"Barcelona","Wrestling","Wrestling Men's Lightweight, Freestyle",171.999632285347,70.8957452803607,24.8095238095238
"3929",1992,"Barcelona","Wrestling","Wrestling Men's Lightweight, Greco-Roman",171.722048135201,70.2089113750488,25.6842105263158
"3930",1992,"Barcelona","Wrestling","Wrestling Men's Middleweight, Freestyle",177.413250593716,80.7033031120607,26.3157894736842
"3931",1992,"Barcelona","Wrestling","Wrestling Men's Middleweight, Greco-Roman",177.551596615532,81.8046987986335,25.05
"3932",1992,"Barcelona","Wrestling","Wrestling Men's Super-Heavyweight, Freestyle",182.411410908185,111.367916224875,27.6
"3933",1992,"Barcelona","Wrestling","Wrestling Men's Super-Heavyweight, Greco-Roman",185.040045990017,114.754962313146,27.8125
"3934",1992,"Barcelona","Wrestling","Wrestling Men's Welterweight, Freestyle",175.558822761125,74.2541215618079,26
"3935",1992,"Barcelona","Wrestling","Wrestling Men's Welterweight, Greco-Roman",173.610995785368,75.8894788176255,25
"3936",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Men's Combined",178.505161948062,80.6582273497413,23.5178571428571
"3937",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Men's Downhill",180.514493621574,83.3399258019681,25.2181818181818
"3938",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Men's Giant Slalom",177.830812882947,80.0485877873156,23.3114754098361
"3939",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Men's Slalom",179.245472279033,81.0028914469696,24.2105263157895
"3940",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Men's Super G",178.271223303524,79.8698784255373,23.7971014492754
"3941",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Women's Combined",169.776715113461,65.2288559026583,21.390243902439
"3942",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Women's Downhill",168.892610826081,64.6329810835206,22.2083333333333
"3943",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Women's Giant Slalom",166.20646178093,61.8222222222222,22.1276595744681
"3944",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Women's Slalom",168.961433489821,64.0792942186989,22
"3945",1994,"Lillehammer","Alpine Skiing","Alpine Skiing Women's Super G",168.989229372331,64.2036811470559,22.4181818181818
"3946",1994,"Lillehammer","Biathlon","Biathlon Men's 10 kilometres Sprint",178.534209509906,72.5114127193043,26.2647058823529
"3947",1994,"Lillehammer","Biathlon","Biathlon Men's 20 kilometres",179.414091509196,73.3758857965603,26.5285714285714
"3948",1994,"Lillehammer","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",178.876578435309,72.6003861293283,26.3333333333333
"3949",1994,"Lillehammer","Biathlon","Biathlon Women's 15 kilometres",168.10417480198,58.988160451592,24.4492753623188
"3950",1994,"Lillehammer","Biathlon","Biathlon Women's 4 x 7.5 kilometres Relay",168.379997163763,59.5351158104927,24.1029411764706
"3951",1994,"Lillehammer","Biathlon","Biathlon Women's 7.5 kilometres Sprint",168.014110765624,58.5555987009059,24.8260869565217
"3952",1994,"Lillehammer","Bobsleigh","Bobsleigh Men's Four",181.954143198025,88.2056467998528,27.5875474003996
"3953",1994,"Lillehammer","Bobsleigh","Bobsleigh Men's Two",182.283449304141,89.8309843443796,28.5708515749808
"3954",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Men's 10 kilometres",178.815004018227,72.8190313188515,25.6136363636364
"3955",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Men's 10/15 kilometres Pursuit",178.870030532601,72.8193503716215,25.2236842105263
"3956",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres",177.489182828091,71.5340730259682,25.5810810810811
"3957",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay",179.229455879977,72.6020763278673,27.3035714285714
"3958",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres",178.605960121484,71.927573785513,26.3384615384615
"3959",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Women's 15 kilometres",167.850580839142,57.7538025423496,24.6666666666667
"3960",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Women's 30 kilometres",169.005961813772,58.9875071884015,26.2830188679245
"3961",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay",169.657565724271,59.4732087823587,25.3928571428571
"3962",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Women's 5 kilometres",168.722962589665,58.9677369647111,25.3709677419355
"3963",1994,"Lillehammer","Cross Country Skiing","Cross Country Skiing Women's 5/10 kilometres Pursuit",168.879236325498,58.7890367848845,24.7454545454545
"3964",1994,"Lillehammer","Figure Skating","Figure Skating Men's Singles",174.007924945618,68.1427137301912,22.44
"3965",1994,"Lillehammer","Figure Skating","Figure Skating Mixed Ice Dancing",170.88541605754,60.9959239662943,22.9047619047619
"3966",1994,"Lillehammer","Figure Skating","Figure Skating Mixed Pairs",166.988593537277,61.9822548014131,23.1666666666667
"3967",1994,"Lillehammer","Figure Skating","Figure Skating Women's Singles",162.683166057934,52.8895413583884,18.8518518518519
"3968",1994,"Lillehammer","Freestyle Skiing","Freestyle Skiing Men's Aerials",174.583333333333,71.0773666202002,25.125
"3969",1994,"Lillehammer","Freestyle Skiing","Freestyle Skiing Men's Moguls",177.752021668821,75.4938447756547,23.0689655172414
"3970",1994,"Lillehammer","Freestyle Skiing","Freestyle Skiing Women's Aerials",165.045454545455,58,23
"3971",1994,"Lillehammer","Freestyle Skiing","Freestyle Skiing Women's Moguls",166.080071884984,58.3204011422876,23.4583333333333
"3972",1994,"Lillehammer","Ice Hockey","Ice Hockey Men's Ice Hockey",182.050686956252,84.9479512606519,25.6679104477612
"3973",1994,"Lillehammer","Luge","Luge Men's Singles",179.926280663781,83.5289923572003,24.3636363636364
"3974",1994,"Lillehammer","Luge","Luge Mixed (Men)'s Doubles",180.275,81.7,23.875
"3975",1994,"Lillehammer","Luge","Luge Women's Singles",171.633192162151,69.4290891344037,23.84
"3976",1994,"Lillehammer","Nordic Combined","Nordic Combined Men's Individual",176.893767655983,67.4472486237237,22.4716981132075
"3977",1994,"Lillehammer","Nordic Combined","Nordic Combined Men's Team",177.222222222222,67,22.5
"3978",1994,"Lillehammer","Short Track Speed Skating","Short Track Speed Skating Men's 1,000 metres",175.452888604593,71.6772425564689,22.7741935483871
"3979",1994,"Lillehammer","Short Track Speed Skating","Short Track Speed Skating Men's 5,000 metres Relay",175.815525824768,72.6522986154991,23.7272727272727
"3980",1994,"Lillehammer","Short Track Speed Skating","Short Track Speed Skating Men's 500 metres",175.549662798142,72.0320812661463,22.741935483871
"3981",1994,"Lillehammer","Short Track Speed Skating","Short Track Speed Skating Women's 1,000 metres",164.815838435101,58.1638678313791,22.1
"3982",1994,"Lillehammer","Short Track Speed Skating","Short Track Speed Skating Women's 3,000 metres Relay",164.472576379453,57.0070981596145,20.8787878787879
"3983",1994,"Lillehammer","Short Track Speed Skating","Short Track Speed Skating Women's 500 metres",165.149171768434,58.2305344980457,21.9
"3984",1994,"Lillehammer","Ski Jumping","Ski Jumping Men's Large Hill, Individual",178.044350484525,65.30562076442,22.4827586206897
"3985",1994,"Lillehammer","Ski Jumping","Ski Jumping Men's Large Hill, Team",178.410004844961,64.8809956395349,22.1041666666667
"3986",1994,"Lillehammer","Ski Jumping","Ski Jumping Men's Normal Hill, Individual",178.431479594389,66.1709976689909,22.3620689655172
"3987",1994,"Lillehammer","Speed Skating","Speed Skating Men's 1,000 metres",180.162790697674,79.4883720930233,23.6744186046512
"3988",1994,"Lillehammer","Speed Skating","Speed Skating Men's 1,500 metres",179.659090909091,76.7272727272727,23.3863636363636
"3989",1994,"Lillehammer","Speed Skating","Speed Skating Men's 10,000 metres",180.6875,76.5625,24.625
"3990",1994,"Lillehammer","Speed Skating","Speed Skating Men's 5,000 metres",180.1875,75.84375,24.28125
"3991",1994,"Lillehammer","Speed Skating","Speed Skating Men's 500 metres",180.425,79.275,23.5
"3992",1994,"Lillehammer","Speed Skating","Speed Skating Women's 1,000 metres",168.583333333333,64.3888888888889,23.5277777777778
"3993",1994,"Lillehammer","Speed Skating","Speed Skating Women's 1,500 metres",167.533333333333,61.3333333333333,24.2333333333333
"3994",1994,"Lillehammer","Speed Skating","Speed Skating Women's 3,000 metres",167.222222222222,60.4074074074074,23.5555555555556
"3995",1994,"Lillehammer","Speed Skating","Speed Skating Women's 5,000 metres",165.9375,60.0625,23.75
"3996",1994,"Lillehammer","Speed Skating","Speed Skating Women's 500 metres",168.382352941176,64.0588235294118,23.1470588235294
"3997",1996,"Atlanta","Archery","Archery Men's Individual",178.018421807505,76.6724724174052,25.765625
"3998",1996,"Atlanta","Archery","Archery Men's Team",177.96418883358,78.1386228122698,25.4
"3999",1996,"Atlanta","Archery","Archery Women's Individual",169.945187923356,64.1850210789323,25.375
"4000",1996,"Atlanta","Archery","Archery Women's Team",169.776727520836,64.2663939799421,25.0666666666667
"4001",1996,"Atlanta","Athletics","Athletics Men's 1,500 metres",178.914867296446,65.6086086086086,25.2456140350877
"4002",1996,"Atlanta","Athletics","Athletics Men's 10,000 metres",174.25248447205,60.695652173913,27.5
"4003",1996,"Atlanta","Athletics","Athletics Men's 100 metres",177.924983136173,73.7624812294623,24.885781671159
"4004",1996,"Atlanta","Athletics","Athletics Men's 110 metres Hurdles",186.162473788906,78.0167199446942,25.1935483870968
"4005",1996,"Atlanta","Athletics","Athletics Men's 20 kilometres Walk",174.049691358025,63.1613540197461,27.2166666666667
"4006",1996,"Atlanta","Athletics","Athletics Men's 200 metres",180.775504860064,75.8005698005698,24.9230769230769
"4007",1996,"Atlanta","Athletics","Athletics Men's 3,000 metres Steeplechase",178.035164835165,63.6730158730159,26.1714285714286
"4008",1996,"Atlanta","Athletics","Athletics Men's 4 x 100 metres Relay",178.949868706902,73.9158343179169,24.4675324675325
"4009",1996,"Atlanta","Athletics","Athletics Men's 4 x 400 metres Relay",180.215388646628,71.7709029687224,23.9205298013245
"4010",1996,"Atlanta","Athletics","Athletics Men's 400 metres",180.287414404752,71.948252688172,24.5322580645161
"4011",1996,"Atlanta","Athletics","Athletics Men's 400 metres Hurdles",184.363636363636,74.7636363636364,24.9454545454545
"4012",1996,"Atlanta","Athletics","Athletics Men's 5,000 metres",175.07972972973,61.4887492057164,26.027027027027
"4013",1996,"Atlanta","Athletics","Athletics Men's 50 kilometres Walk",176.529411764706,65.6862745098039,29.4313725490196
"4014",1996,"Atlanta","Athletics","Athletics Men's 800 metres",180.160563543599,69.0829329962073,24.8035714285714
"4015",1996,"Atlanta","Athletics","Athletics Men's Decathlon",188.775,85.2125,26.125
"4016",1996,"Atlanta","Athletics","Athletics Men's Discus Throw",193.3,115.675,27.825
"4017",1996,"Atlanta","Athletics","Athletics Men's Hammer Throw",189.081081081081,110.716216216216,26.9459459459459
"4018",1996,"Atlanta","Athletics","Athletics Men's High Jump",189.810810810811,75.2702702702703,24.7837837837838
"4019",1996,"Atlanta","Athletics","Athletics Men's Javelin Throw",188.470588235294,98.0294117647059,26.2941176470588
"4020",1996,"Atlanta","Athletics","Athletics Men's Long Jump",184.139306526807,75.493512721129,25.3846153846154
"4021",1996,"Atlanta","Athletics","Athletics Men's Marathon",172.371539033496,60.7128936399161,29.6039746543779
"4022",1996,"Atlanta","Athletics","Athletics Men's Pole Vault",185.891891891892,80.4864864864865,25.8648648648649
"4023",1996,"Atlanta","Athletics","Athletics Men's Shot Put",190.018518518519,121.082175925926,27.4444444444444
"4024",1996,"Atlanta","Athletics","Athletics Men's Triple Jump",183.665980165175,76.3848808030113,26.1162790697674
"4025",1996,"Atlanta","Athletics","Athletics Women's 1,500 metres",168.1875,53.78125,26.875
"4026",1996,"Atlanta","Athletics","Athletics Women's 10 kilometres Walk",164.318181818182,52.0909090909091,26.9318181818182
"4027",1996,"Atlanta","Athletics","Athletics Women's 10,000 metres",162.457142857143,48.8571428571429,26.8571428571429
"4028",1996,"Atlanta","Athletics","Athletics Women's 100 metres",165.915611562351,58.1481193926846,25.2321428571429
"4029",1996,"Atlanta","Athletics","Athletics Women's 100 metres Hurdles",168.991058122206,59.6107954545455,26.3636363636364
"4030",1996,"Atlanta","Athletics","Athletics Women's 200 metres",166.473508552357,57.7643207855974,25.4042553191489
"4031",1996,"Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay",167.129300070444,58.1515885409239,23.7956989247312
"4032",1996,"Atlanta","Athletics","Athletics Women's 4 x 400 metres Relay",170.158082497213,59.5409492124863,25.4237288135593
"4033",1996,"Atlanta","Athletics","Athletics Women's 400 metres",170.708056972789,59.4688463514902,25.3061224489796
"4034",1996,"Atlanta","Athletics","Athletics Women's 400 metres Hurdles",170.8,58.0666666666667,25.0666666666667
"4035",1996,"Atlanta","Athletics","Athletics Women's 5,000 metres",164.834782608696,51.0530434782609,25.1304347826087
"4036",1996,"Atlanta","Athletics","Athletics Women's 800 metres",166.694444444444,55.2777777777778,25.9722222222222
"4037",1996,"Atlanta","Athletics","Athletics Women's Discus Throw",179.076923076923,86.3589743589744,27.4102564102564
"4038",1996,"Atlanta","Athletics","Athletics Women's Heptathlon",176.275862068966,65.5172413793103,26.1724137931034
"4039",1996,"Atlanta","Athletics","Athletics Women's High Jump",179.0625,60.71875,24.90625
"4040",1996,"Atlanta","Athletics","Athletics Women's Javelin Throw",173.25,70.5625,25.90625
"4041",1996,"Atlanta","Athletics","Athletics Women's Long Jump",173.3125,61.125,25.7916666666667
"4042",1996,"Atlanta","Athletics","Athletics Women's Marathon",162,49.0795454545455,28.8409090909091
"4043",1996,"Atlanta","Athletics","Athletics Women's Shot Put",178.24,91.7,27.76
"4044",1996,"Atlanta","Athletics","Athletics Women's Triple Jump",174.65625,61.3125,25.21875
"4045",1996,"Atlanta","Badminton","Badminton Men's Doubles",179.9,73.7658651026393,26.46
"4046",1996,"Atlanta","Badminton","Badminton Men's Singles",180.74413106364,73.8562253125554,25.2083333333333
"4047",1996,"Atlanta","Badminton","Badminton Mixed Doubles",175.597120010584,69.5554814102837,26.171875
"4048",1996,"Atlanta","Badminton","Badminton Women's Doubles",168.987244762505,63.1157735036333,25.1296296296296
"4049",1996,"Atlanta","Badminton","Badminton Women's Singles",169.935662099351,64.1855730101912,24.3404255319149
